Object kind,Source reference,Company,Location,Meter,Point,Unit,Interval minutes,Measure Type,Reading Type,Archive Interval,Index,How Created,Meter Number,Provider Meter Number,Multiplier,Utility Provider,Bill Cycle,Billing Account,Installed point ID,Installed meter ID,Installed gateway ID,Installed node ID,Status,Evidence
Point,ch_cedar_row_a_unit_111_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 111 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_111_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 111 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_112_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 112 Water,,,,Water,,,,Enter,SYN-SUB-W-A112,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_112_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 112 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_112_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 112 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_113_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 113 Water,,,,Water,,,,Enter,SYN-SUB-W-A113,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_113_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 113 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_113_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 113 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_114_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 114 Water,,,,Water,,,,Enter,SYN-SUB-W-A114,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_114_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 114 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_114_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 114 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_115_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 115 Water,,,,Water,,,,Enter,SYN-SUB-W-A115,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_115_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 115 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_115_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 115 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_116_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 116 Water,,,,Water,,,,Enter,SYN-SUB-W-A116,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_116_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 116 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_116_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 116 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_117_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 117 Water,,,,Water,,,,Enter,SYN-SUB-W-A117,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_117_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 117 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_117_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 117 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_118_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 118 Water,,,,Water,,,,Enter,SYN-SUB-W-A118,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_118_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 118 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_118_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 118 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_119_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 119 Water,,,,Water,,,,Enter,SYN-SUB-W-A119,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_119_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 119 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_119_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 119 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_120_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 120 Water,,,,Water,,,,Enter,SYN-SUB-W-A120,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_120_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 120 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_120_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 120 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_201_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 201 Water,,,,Water,,,,Enter,SYN-SUB-W-A201,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_201_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 201 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_201_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 201 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_202_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 202 Water,,,,Water,,,,Enter,SYN-SUB-W-A202,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_202_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 202 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_202_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 202 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_203_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 203 Water,,,,Water,,,,Enter,SYN-SUB-W-A203,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_203_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 203 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_203_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 203 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_204_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 204 Water,,,,Water,,,,Enter,SYN-SUB-W-A204,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_204_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 204 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_204_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 204 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_205_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 205 Water,,,,Water,,,,Enter,SYN-SUB-W-A205,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_205_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 205 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_205_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 205 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_206_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 206 Water,,,,Water,,,,Enter,SYN-SUB-W-A206,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_206_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 206 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_206_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 206 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_207_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 207 Water,,,,Water,,,,Enter,SYN-SUB-W-A207,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_207_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 207 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_207_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 207 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_208_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 208 Water,,,,Water,,,,Enter,SYN-SUB-W-A208,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_208_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 208 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_208_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 208 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_209_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 209 Water,,,,Water,,,,Enter,SYN-SUB-W-A209,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_209_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 209 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_209_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 209 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_210_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 210 Water,,,,Water,,,,Enter,SYN-SUB-W-A210,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_210_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 210 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_210_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 210 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_211_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 211 Water,,,,Water,,,,Enter,SYN-SUB-W-A211,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_211_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 211 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_211_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 211 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_212_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 212 Water,,,,Water,,,,Enter,SYN-SUB-W-A212,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_212_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 212 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_212_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 212 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_213_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 213 Water,,,,Water,,,,Enter,SYN-SUB-W-A213,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_213_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 213 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_213_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 213 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_214_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 214 Water,,,,Water,,,,Enter,SYN-SUB-W-A214,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_214_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 214 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_214_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 214 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_215_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 215 Water,,,,Water,,,,Enter,SYN-SUB-W-A215,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_215_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 215 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_215_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 215 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_216_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 216 Water,,,,Water,,,,Enter,SYN-SUB-W-A216,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_216_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 216 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_216_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 216 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_217_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 217 Water,,,,Water,,,,Enter,SYN-SUB-W-A217,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_217_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 217 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_217_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 217 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_218_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 218 Water,,,,Water,,,,Enter,SYN-SUB-W-A218,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_218_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 218 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_218_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 218 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_219_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 219 Water,,,,Water,,,,Enter,SYN-SUB-W-A219,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_219_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 219 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_219_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 219 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_220_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 220 Water,,,,Water,,,,Enter,SYN-SUB-W-A220,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_220_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 220 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_220_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 220 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_301_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 301 Water,,,,Water,,,,Enter,SYN-SUB-W-A301,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_301_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 301 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_301_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 301 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_302_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 302 Water,,,,Water,,,,Enter,SYN-SUB-W-A302,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_302_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 302 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_302_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 302 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_303_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 303 Water,,,,Water,,,,Enter,SYN-SUB-W-A303,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_303_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 303 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_303_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 303 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_304_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 304 Water,,,,Water,,,,Enter,SYN-SUB-W-A304,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_304_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 304 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_304_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 304 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_305_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 305 Water,,,,Water,,,,Enter,SYN-SUB-W-A305,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_305_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 305 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_305_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 305 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_306_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 306 Water,,,,Water,,,,Enter,SYN-SUB-W-A306,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_306_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 306 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_306_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 306 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_307_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 307 Water,,,,Water,,,,Enter,SYN-SUB-W-A307,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_307_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 307 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_307_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 307 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_308_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 308 Water,,,,Water,,,,Enter,SYN-SUB-W-A308,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_308_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 308 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_308_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 308 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_309_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 309 Water,,,,Water,,,,Enter,SYN-SUB-W-A309,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_309_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 309 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_309_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 309 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_310_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 310 Water,,,,Water,,,,Enter,SYN-SUB-W-A310,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_310_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 310 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_310_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 310 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_311_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 311 Water,,,,Water,,,,Enter,SYN-SUB-W-A311,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_311_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 311 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
